Employee_ID,Question Type,Score,Responses
6476779513,Pride,0.9429,2
1806472672,Respect,0.2506,1
1470062467,Pride,0.0715,1
2743507491,Pride,0.623,1
2019418080,Camaraderie,0.1971,0
9902949333,Fairness,0.8959,2
4118566512,Respect,0.5629,1
5095304383,Credibility,0.9191,1
1849878099,Credibility,0.5472,2
9754017194,Pride,0.9482,0
8760241402,Fairness,0.2897,0
7474533186,Fairness,0.4124,1
1354986826,Pride,0.224,2
2421416706,Respect,0.5799,0
6098754670,Credibility,0.4075,2
2770191298,Great Place to Work,0.0982,2
2423307630,Client Specific,0.0942,2
5017235543,Camaraderie,0.076,1
9797843297,Fairness,0.5043,2
3879956669,Camaraderie,0.8403,2
9139584435,Respect,0.6224,2
1398353046,Camaraderie,0.2147,0
8842424816,Credibility,0.2186,0
8849076694,Fairness,0.8492,1
7923630608,Pride,0.7355,2
1749773555,Camaraderie,0.6058,2
2121930652,Fairness,0.2899,2
3787034882,Fairness,0.6421,0
3224773406,Pride,0.623,1
6612404187,Respect,0.9003,1
8569195005,Respect,0.3807,1
3561995294,Fairness,0.4958,0
2105187310,Fairness,0.6863,0
8688610394,Fairness,0.6636,1
8410454856,Client Specific,0.9371,0
5828580326,Credibility,0.4075,2
9934338463,Camaraderie,0.1598,2
5758882628,Pride,0.9125,1
2193127738,Respect,0.7806,1
9500092930,Respect,0.2557,0
1638984680,Respect,0.2567,1
6931836340,Client Specific,0.8804,2
9813589519,Camaraderie,0.5343,0
8776294390,Credibility,0.9998,2
1842064327,Client Specific,0.2179,1
5560878647,Client Specific,0.0484,0
9544952180,Camaraderie,0.1113,1
7171182102,Pride,0.3305,1
7223807440,Camaraderie,0.4852,1
7716430558,Client Specific,0.9047,0
3731508254,Respect,0.8136,1
7096322907,Pride,0.0942,2
8882846832,Respect,0.1422,0
9547038078,Great Place to Work,0.3908,1
6705397499,Fairness,0.0758,2
1666408644,Respect,0.505,0
8030662536,Great Place to Work,0.8833,1
3529372215,Respect,0.817,1
8258829116,Camaraderie,0.6267,1
4282589488,Camaraderie,0.4207,1
7241581810,Client Specific,0.7088,1
4718228975,Camaraderie,0.6968,0
1560748418,Great Place to Work,0.9451,2
9326918390,Respect,0.5441,2
3925001356,Client Specific,0.1591,0
8107640478,Great Place to Work,0.5373,1
4406836827,Respect,0.5714,1
8412351078,Camaraderie,0.3449,1
3797609541,Client Specific,0.0942,2
1547541618,Respect,0.7856,1
2691734101,Respect,0.2557,0
8854968282,Respect,0.1395,1
9911164177,Respect,0.6886,0
7549325625,Fairness,0.6548,0
2770149442,Fairness,0.1319,0
9923975732,Client Specific,0.1591,0
5013603634,Client Specific,0.1487,1
2869177394,Credibility,0.7687,1
6040194829,Fairness,0.0886,0
7980593045,Fairness,0.4484,2
7243491278,Pride,0.6538,0
9202517933,Fairness,0.2899,2
3526718351,Fairness,0.9059,2
3839164839,Respect,0.5652,0
3602237701,Pride,0.3448,0
8322893248,Fairness,0.7256,0
8242415322,Pride,0.1412,2
3461605177,Pride,0.8743,0
1204100714,Client Specific,0.5505,1
1665307680,Great Place to Work,0.7844,1
9771161609,Camaraderie,0.1678,1
3096286455,Pride,0.1926,2
9637296464,Client Specific,0.7223,0
9909557236,Fairness,0.3402,2
2184680302,Camaraderie,0.4852,1
3305817180,Camaraderie,0.6803,1
7769554985,Great Place to Work,0.5349,2
3674674034,Camaraderie,0.0496,2
5292541715,Pride,0.7355,2
7439264191,Client Specific,0.7437,1
1664786868,Great Place to Work,0.7917,2
5324481858,Client Specific,0.5398,1
8114385604,Pride,0.6836,2
4548819329,Pride,0.623,1
4721972147,Credibility,0.2611,0
6328707271,Fairness,0.628,1
3463254504,Camaraderie,0.1497,1
7862021658,Camaraderie,0.2346,1
2258493635,Fairness,0.9026,2
2401868502,Client Specific,0.1596,1
6973371505,Client Specific,0.5398,1
6587313016,Fairness,0.0508,1
7204581366,Fairness,0.8959,2
4197719891,Fairness,0.3412,2
7239029142,Respect,0.9911,0
8830704689,Respect,0.1395,1
2464423709,Fairness,0.6999,1
5781474113,Credibility,0.6658,1
7064589394,Respect,0.2252,0
6734666294,Camaraderie,0.7342,1
9943945142,Client Specific,0.3211,1
8657579951,Fairness,0.7821,1
4714483684,Respect,0.1027,0
6061459117,Respect,0.8904,0
1800806257,Client Specific,0.7665,1
3575277858,Fairness,0.9753,0
4052101770,Client Specific,0.0976,1
4665358331,Client Specific,0.1911,0
9472181532,Camaraderie,0.1113,1
7889711062,Fairness,0.93,2
9123125076,Credibility,0.4997,1
8742652999,Pride,0.9482,0
3813648223,Respect,0.6072,2
7367481125,Credibility,0.3951,0
3183304468,Client Specific,0.7665,1
6859423849,Pride,0.669,0
8571408589,Respect,0.4683,1
6881092389,Respect,0.1395,1
9948460261,Respect,0.9003,1
8423765500,Client Specific,0.0976,1
2743400997,Pride,0.377,0
3325618637,Pride,0.1574,1
5955593321,Respect,0.5271,2
4380230903,Camaraderie,0.0388,1
2940411037,Credibility,0.1645,1
5202036433,Camaraderie,0.1534,2
4035107294,Pride,0.0956,1
1237609121,Client Specific,0.2179,1
5747182634,Camaraderie,0.5763,2
9978336228,Great Place to Work,0.2513,0
5671919716,Credibility,0.4932,0
3985591994,Pride,0.6813,0
3416862487,Fairness,0.7925,0
1450633472,Client Specific,0.169,0
8922128677,Camaraderie,0.6133,0
1233663029,Pride,0.1412,2
1787666744,Great Place to Work,0.0982,2
2659835285,Fairness,0.4102,2
9663012822,Fairness,0.1548,2
5905541843,Camaraderie,0.8827,1
4866214328,Respect,0.5551,1
6586084895,Fairness,0.8758,0
5065253575,Fairness,0.2899,2
9266961945,Fairness,0.8758,0
1633082495,Fairness,0.8925,1
6843206087,Fairness,0.628,1
8176268471,Respect,0.739,0
8286781840,Fairness,0.5732,2
8403917948,Respect,0.4881,1
3928703202,Pride,0.7139,0
2503544489,Pride,0.1818,2
8553651703,Credibility,0.4997,1
6746103498,Credibility,0.0351,2
4807094467,Camaraderie,0.976,0
5486860275,Client Specific,0.6081,0
2748235596,Fairness,0.5076,0
8062091403,Client Specific,0.152,0
6937689781,Credibility,0.4997,1
9748286141,Great Place to Work,0.7595,0
4670989248,Fairness,0.1548,2
4839403364,Respect,0.1881,0
2302368481,Respect,0.5714,1
6564406288,Great Place to Work,0.8431,2
5492160055,Fairness,0.6421,0
4122852749,Credibility,0.0209,2
1433357132,Credibility,0.245,2
2671874364,Client Specific,0.5704,0
3335120412,Fairness,0.7256,0
9875655704,Respect,0.6856,0
6329896185,Pride,0.9482,0
3739635679,Credibility,0.4932,0
8415256606,Credibility,0.2725,2
7562764485,Fairness,0.1735,2
3374906645,Client Specific,0.2269,1
8952260547,Pride,0.1818,2
5956635475,Fairness,0.6169,0
4289756350,Great Place to Work,0.5136,2
2918323410,Respect,0.3508,2
7815499835,Pride,0.5176,2
1330893304,Great Place to Work,0.5774,2
8941722446,Credibility,0.6723,0
9971539709,Fairness,0.6548,0
5850729412,Client Specific,0.1487,1
5196124712,Credibility,0.5319,2
5655490027,Great Place to Work,0.0979,0
6012962659,Credibility,0.4094,1
8067172368,Credibility,0.245,2
3080215983,Respect,0.5799,0
9514066908,Fairness,0.5076,0
4126902156,Pride,0.1467,1
4656343460,Camaraderie,0.6803,1
7186400625,Respect,0.5194,2
8907752566,Pride,0.677,2
8586904207,Pride,0.1926,2
3353160222,Fairness,0.4125,0
3754370477,Client Specific,0.9937,0
7895249260,Credibility,0.8492,2
3327973153,Pride,0.2938,1
1797054078,Pride,0.8007,1
9310275713,Client Specific,0.5782,2
8564773135,Camaraderie,0.1678,1
4863238334,Credibility,0.0493,1
6559748119,Respect,0.4199,2
4694502618,Pride,0.7973,1
4506276448,Camaraderie,0.6001,1
1867287423,Pride,0.0112,1
9950812657,Great Place to Work,0.7959,2
4645006921,Camaraderie,0.6434,0
3172558678,No Data,0,0
3648388650,Camaraderie,0.5763,2
4600998560,Fairness,0.0978,0
5158424907,Fairness,0.3052,0
6018155415,Client Specific,0.0223,0
1954046355,Fairness,0.0696,2
9156681696,Camaraderie,0.5343,0
4184517860,Respect,0.1808,1
8638227250,Credibility,0.8916,1
6109889878,Camaraderie,0.3613,2
7307640711,Credibility,0.4831,2
6765060954,No Data,0,0
3129670884,Client Specific,0.9526,1
9269673559,Pride,0.1467,1
4592612584,Pride,0.0322,1
5728287696,Camaraderie,0.3603,1
9341119130,Fairness,0.1319,0
1331943405,Fairness,0.1548,2
7427070405,Respect,0.315,2
9050001038,Camaraderie,0.284,0
1678496466,Great Place to Work,0.6079,1
1856703758,Respect,0.1027,0
4353223376,Camaraderie,0.9101,0
7214684486,Camaraderie,0.8432,2
7021685706,Pride,0.0367,0
6315417289,Respect,0.9117,1
2845572365,Client Specific,0.9937,0
5021057658,Credibility,0.3335,1
9307861328,Credibility,0.9191,1
5674338340,Fairness,0.0239,2
6116465462,Respect,0.2557,0
2276520728,Camaraderie,0.3613,2
7448156144,Respect,0.739,0
8200068473,Great Place to Work,0.7041,0
9921653535,Credibility,0.2296,1
3380487759,Pride,0.3493,1
4355439080,Fairness,0.1349,0
1265112029,Great Place to Work,0.1975,2
1588068008,Client Specific,0.7437,1
2463275591,Credibility,0.8106,1
7083204057,Fairness,0.6636,1
4264542791,Client Specific,0.1487,1
5708265304,Respect,0.9818,1
6302770508,Pride,0.0956,1
2520014444,Fairness,0.7862,2
8199337323,Client Specific,0.1546,1
7612649069,Camaraderie,0.7883,2
6129983795,Camaraderie,0.0066,1
6417280832,Client Specific,0.5398,1
6370819409,Respect,0.315,2
3508359061,Fairness,0.6421,0
4990162849,Camaraderie,0.3613,2
7972594367,Fairness,0.4102,2
9519548945,Client Specific,0.1911,0
8395937813,Camaraderie,0.5951,2
2881680064,Client Specific,0.8809,0
5524171193,Great Place to Work,0.5136,2
9853099717,Pride,0.5316,2
3985997305,Pride,0.3312,0
1894921726,Client Specific,0.1546,1
8911963568,Great Place to Work,0.6575,0
9518281618,Client Specific,0.9626,2
4393663406,Camaraderie,0.4183,0
4684510230,Pride,0.9125,1
8505437639,Pride,0.0715,1
6851140658,Client Specific,0.5505,1
8499686982,Fairness,0.2897,0
6274859640,Fairness,0.7037,1
8675795661,Fairness,0.0758,2
